
CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)   Date: SEP 18, 2026   Time: 8:23
Job Name: P2603-PR-SIM-018
Licensed To: Licensed To: Edit name in <system>\company.txt
DISPLACEMENTS REPORT: Nodal Movements
CASE 1 (OPE) W+T1+P2

 
 

 Node	    DX mm.	    DY mm.	    DZ mm.	   RX deg.	   RY deg.	   RZ deg.
  490	N/A	N/A	N/A	N/A	N/A	N/A
  500	N/A	N/A	N/A	N/A	N/A	N/A
  510	N/A	N/A	N/A	N/A	N/A	N/A
  520	N/A	N/A	N/A	N/A	N/A	N/A
  528	N/A	N/A	N/A	N/A	N/A	N/A
  529	N/A	N/A	N/A	N/A	N/A	N/A
  530	N/A	N/A	N/A	N/A	N/A	N/A
  540	N/A	N/A	N/A	N/A	N/A	N/A
  550	N/A	N/A	N/A	N/A	N/A	N/A
  560	N/A	N/A	N/A	N/A	N/A	N/A
  570	N/A	N/A	N/A	N/A	N/A	N/A
  580	N/A	N/A	N/A	N/A	N/A	N/A
  590	N/A	N/A	N/A	N/A	N/A	N/A
  600	N/A	N/A	N/A	N/A	N/A	N/A
  608	N/A	N/A	N/A	N/A	N/A	N/A
  609	N/A	N/A	N/A	N/A	N/A	N/A
  610	N/A	N/A	N/A	N/A	N/A	N/A
  618	N/A	N/A	N/A	N/A	N/A	N/A
  619	N/A	N/A	N/A	N/A	N/A	N/A
  620	N/A	N/A	N/A	N/A	N/A	N/A
  630	N/A	N/A	N/A	N/A	N/A	N/A
  640	N/A	N/A	N/A	N/A	N/A	N/A
  650	N/A	N/A	N/A	N/A	N/A	N/A
  660	N/A	N/A	N/A	N/A	N/A	N/A
  668	N/A	N/A	N/A	N/A	N/A	N/A
  669	N/A	N/A	N/A	N/A	N/A	N/A
  670	N/A	N/A	N/A	N/A	N/A	N/A
  680	N/A	N/A	N/A	N/A	N/A	N/A
  690	N/A	N/A	N/A	N/A	N/A	N/A
  700	N/A	N/A	N/A	N/A	N/A	N/A
  710	N/A	N/A	N/A	N/A	N/A	N/A
  718	N/A	N/A	N/A	N/A	N/A	N/A
  719	N/A	N/A	N/A	N/A	N/A	N/A
  720	N/A	N/A	N/A	N/A	N/A	N/A
  730	N/A	N/A	N/A	N/A	N/A	N/A
  740	N/A	N/A	N/A	N/A	N/A	N/A
  748	N/A	N/A	N/A	N/A	N/A	N/A
  749	N/A	N/A	N/A	N/A	N/A	N/A
  750	N/A	N/A	N/A	N/A	N/A	N/A
  760	N/A	N/A	N/A	N/A	N/A	N/A
  770	N/A	N/A	N/A	N/A	N/A	N/A
  778	N/A	N/A	N/A	N/A	N/A	N/A
  779	N/A	N/A	N/A	N/A	N/A	N/A
  780	N/A	N/A	N/A	N/A	N/A	N/A
  790	N/A	N/A	N/A	N/A	N/A	N/A
  800	N/A	N/A	N/A	N/A	N/A	N/A
  808	N/A	N/A	N/A	N/A	N/A	N/A
  809	N/A	N/A	N/A	N/A	N/A	N/A
  810	N/A	N/A	N/A	N/A	N/A	N/A
  820	N/A	N/A	N/A	N/A	N/A	N/A
  828	N/A	N/A	N/A	N/A	N/A	N/A
  829	N/A	N/A	N/A	N/A	N/A	N/A
  830	N/A	N/A	N/A	N/A	N/A	N/A
  840	N/A	N/A	N/A	N/A	N/A	N/A
  850	N/A	N/A	N/A	N/A	N/A	N/A
  860	N/A	N/A	N/A	N/A	N/A	N/A
  870	N/A	N/A	N/A	N/A	N/A	N/A
  878	N/A	N/A	N/A	N/A	N/A	N/A
  879	N/A	N/A	N/A	N/A	N/A	N/A
  880	N/A	N/A	N/A	N/A	N/A	N/A
  888	N/A	N/A	N/A	N/A	N/A	N/A
  889	N/A	N/A	N/A	N/A	N/A	N/A
  890	N/A	N/A	N/A	N/A	N/A	N/A
  900	N/A	N/A	N/A	N/A	N/A	N/A
  908	N/A	N/A	N/A	N/A	N/A	N/A
  909	N/A	N/A	N/A	N/A	N/A	N/A
  910	N/A	N/A	N/A	N/A	N/A	N/A
  920	N/A	N/A	N/A	N/A	N/A	N/A
  930	N/A	N/A	N/A	N/A	N/A	N/A
  940	N/A	N/A	N/A	N/A	N/A	N/A
  950	N/A	N/A	N/A	N/A	N/A	N/A
  960	N/A	N/A	N/A	N/A	N/A	N/A
  970	N/A	N/A	N/A	N/A	N/A	N/A
  980	N/A	N/A	N/A	N/A	N/A	N/A
  990	N/A	N/A	N/A	N/A	N/A	N/A
 1000	N/A	N/A	N/A	N/A	N/A	N/A
 1010	N/A	N/A	N/A	N/A	N/A	N/A
 1018	N/A	N/A	N/A	N/A	N/A	N/A
 1019	N/A	N/A	N/A	N/A	N/A	N/A
 1020	N/A	N/A	N/A	N/A	N/A	N/A
 1030	N/A	N/A	N/A	N/A	N/A	N/A
 1033	N/A	N/A	N/A	N/A	N/A	N/A
 1036	N/A	N/A	N/A	N/A	N/A	N/A
 1040	N/A	N/A	N/A	N/A	N/A	N/A
 1050	N/A	N/A	N/A	N/A	N/A	N/A
 1053	N/A	N/A	N/A	N/A	N/A	N/A
 1056	N/A	N/A	N/A	N/A	N/A	N/A
 1060	N/A	N/A	N/A	N/A	N/A	N/A
 1070	N/A	N/A	N/A	N/A	N/A	N/A
 1080	N/A	N/A	N/A	N/A	N/A	N/A
 1090	N/A	N/A	N/A	N/A	N/A	N/A
 1098	N/A	N/A	N/A	N/A	N/A	N/A
 1099	N/A	N/A	N/A	N/A	N/A	N/A
 1100	N/A	N/A	N/A	N/A	N/A	N/A
 1110	N/A	N/A	N/A	N/A	N/A	N/A
 1118	N/A	N/A	N/A	N/A	N/A	N/A
 1119	N/A	N/A	N/A	N/A	N/A	N/A
 1120	N/A	N/A	N/A	N/A	N/A	N/A
 1128	N/A	N/A	N/A	N/A	N/A	N/A
 1129	N/A	N/A	N/A	N/A	N/A	N/A
 1130	N/A	N/A	N/A	N/A	N/A	N/A
 1140	N/A	N/A	N/A	N/A	N/A	N/A
 1148	N/A	N/A	N/A	N/A	N/A	N/A
 1149	N/A	N/A	N/A	N/A	N/A	N/A
 1150	N/A	N/A	N/A	N/A	N/A	N/A
 1160	N/A	N/A	N/A	N/A	N/A	N/A
 1170	N/A	N/A	N/A	N/A	N/A	N/A
 1178	N/A	N/A	N/A	N/A	N/A	N/A
 1179	N/A	N/A	N/A	N/A	N/A	N/A
 1180	N/A	N/A	N/A	N/A	N/A	N/A
 1190	N/A	N/A	N/A	N/A	N/A	N/A
 1193	N/A	N/A	N/A	N/A	N/A	N/A
 1196	N/A	N/A	N/A	N/A	N/A	N/A
 1200	N/A	N/A	N/A	N/A	N/A	N/A
 1210	N/A	N/A	N/A	N/A	N/A	N/A
 1213	N/A	N/A	N/A	N/A	N/A	N/A
 1216	N/A	N/A	N/A	N/A	N/A	N/A
 1220	N/A	N/A	N/A	N/A	N/A	N/A
 1230	N/A	N/A	N/A	N/A	N/A	N/A
 1240	N/A	N/A	N/A	N/A	N/A	N/A
 1250	N/A	N/A	N/A	N/A	N/A	N/A
 1258	N/A	N/A	N/A	N/A	N/A	N/A
 1259	N/A	N/A	N/A	N/A	N/A	N/A
 1260	N/A	N/A	N/A	N/A	N/A	N/A
 1270	N/A	N/A	N/A	N/A	N/A	N/A
 1278	N/A	N/A	N/A	N/A	N/A	N/A
 1279	N/A	N/A	N/A	N/A	N/A	N/A
 1280	N/A	N/A	N/A	N/A	N/A	N/A
 1288	N/A	N/A	N/A	N/A	N/A	N/A
 1289	N/A	N/A	N/A	N/A	N/A	N/A
 1290	N/A	N/A	N/A	N/A	N/A	N/A
 1300	N/A	N/A	N/A	N/A	N/A	N/A
 1308	N/A	N/A	N/A	N/A	N/A	N/A
 1309	N/A	N/A	N/A	N/A	N/A	N/A
 1310	N/A	N/A	N/A	N/A	N/A	N/A
 1320	N/A	N/A	N/A	N/A	N/A	N/A
 1330	N/A	N/A	N/A	N/A	N/A	N/A
 1340	N/A	N/A	N/A	N/A	N/A	N/A
 1350	N/A	N/A	N/A	N/A	N/A	N/A
 1359	N/A	N/A	N/A	N/A	N/A	N/A
 1360	N/A	N/A	N/A	N/A	N/A	N/A
 1368	N/A	N/A	N/A	N/A	N/A	N/A
 1369	N/A	N/A	N/A	N/A	N/A	N/A
 1370	N/A	N/A	N/A	N/A	N/A	N/A
 1380	N/A	N/A	N/A	N/A	N/A	N/A
 1388	N/A	N/A	N/A	N/A	N/A	N/A
 1389	N/A	N/A	N/A	N/A	N/A	N/A
 1390	N/A	N/A	N/A	N/A	N/A	N/A
 1400	N/A	N/A	N/A	N/A	N/A	N/A
 1410	N/A	N/A	N/A	N/A	N/A	N/A
 1420	N/A	N/A	N/A	N/A	N/A	N/A
 1428	N/A	N/A	N/A	N/A	N/A	N/A
 1429	N/A	N/A	N/A	N/A	N/A	N/A
 1430	N/A	N/A	N/A	N/A	N/A	N/A
 1440	N/A	N/A	N/A	N/A	N/A	N/A
 1450	N/A	N/A	N/A	N/A	N/A	N/A
 1460	N/A	N/A	N/A	N/A	N/A	N/A
 1470	N/A	N/A	N/A	N/A	N/A	N/A
 1480	N/A	N/A	N/A	N/A	N/A	N/A
 1490	N/A	N/A	N/A	N/A	N/A	N/A
 1498	N/A	N/A	N/A	N/A	N/A	N/A
 1499	N/A	N/A	N/A	N/A	N/A	N/A
 1500	N/A	N/A	N/A	N/A	N/A	N/A
 1508	N/A	N/A	N/A	N/A	N/A	N/A
 1509	N/A	N/A	N/A	N/A	N/A	N/A
 1510	N/A	N/A	N/A	N/A	N/A	N/A
 1520	N/A	N/A	N/A	N/A	N/A	N/A
 1530	N/A	N/A	N/A	N/A	N/A	N/A
 1540	N/A	N/A	N/A	N/A	N/A	N/A
 1570	N/A	N/A	N/A	N/A	N/A	N/A
 1580	N/A	N/A	N/A	N/A	N/A	N/A
 1590	N/A	N/A	N/A	N/A	N/A	N/A
 1600	N/A	N/A	N/A	N/A	N/A	N/A
 1610	N/A	N/A	N/A	N/A	N/A	N/A
 1620	N/A	N/A	N/A	N/A	N/A	N/A
 1630	N/A	N/A	N/A	N/A	N/A	N/A
 1640	N/A	N/A	N/A	N/A	N/A	N/A
 1650	N/A	N/A	N/A	N/A	N/A	N/A
 1660	N/A	N/A	N/A	N/A	N/A	N/A
 1670	N/A	N/A	N/A	N/A	N/A	N/A
 1680	N/A	N/A	N/A	N/A	N/A	N/A
 1690	N/A	N/A	N/A	N/A	N/A	N/A
 1700	N/A	N/A	N/A	N/A	N/A	N/A
 1710	N/A	N/A	N/A	N/A	N/A	N/A
 1720	N/A	N/A	N/A	N/A	N/A	N/A
 1730	N/A	N/A	N/A	N/A	N/A	N/A





CAESAR II 2019  Ver.11.00.00.4800,  (Build 190424)   Date: SEP 18, 2026   Time: 8:23
Job Name: P2603-PR-SIM-018
Licensed To: Licensed To: Edit name in <system>\company.txt
DISPLACEMENTS REPORT: Nodal Movements
CASE 3 (OPE) W+T2+P2

 
 

 Node	    DX mm.	    DY mm.	    DZ mm.	   RX deg.	   RY deg.	   RZ deg.

   10	     0.000	    -0.000	     0.000	    0.0000	    0.0000	   -0.0000
   20	     0.000	     0.115	     0.000	    0.0001	    0.0001	   -0.0001
   28	     0.162	     1.719	     0.116	    0.0069	    0.0186	   -0.0059
   29	     0.033	     1.934	     0.193	    0.0174	    0.0272	    0.0248
   30	    -0.258	     1.882	     0.376	    0.0260	    0.0522	    0.0501
   40	    -4.945	    -0.000	     4.380	    0.0215	    0.0391	    0.0010
   50	    -6.242	     0.101	     4.989	    0.0202	    0.0185	   -0.0230
   53	    -6.354	     0.142	     5.021	    0.0202	    0.0184	   -0.0233
   56	    -6.907	     0.353	     5.179	    0.0202	    0.0176	   -0.0249
   60	    -7.019	     0.398	     5.210	    0.0202	    0.0175	   -0.0253
   70	    -7.243	     0.507	     5.264	    0.0200	    0.0124	   -0.0356
   80	    -6.992	    -0.000	     6.252	    0.0487	    0.0192	   -0.0507
   88	    -6.728	    -0.754	     7.025	    0.0676	    0.0237	   -0.0625
   89	    -6.548	    -1.057	     7.280	    0.0948	    0.0398	   -0.0713
   90	    -6.194	    -1.399	     7.553	    0.1085	    0.0565	   -0.0872
  100	    -5.551	    -1.898	     7.941	    0.1078	    0.0580	   -0.0896
  109	    -5.255	    -1.897	     8.070	    0.0943	    0.0673	   -0.0963
  110	    -4.972	    -1.786	     8.258	    0.0809	    0.0708	   -0.0987
  118	    -1.547	     0.402	    10.909	    0.0719	    0.0833	   -0.0972
  119	    -0.937	     0.583	    11.327	    0.0515	    0.0855	   -0.0945
  120	    -0.319	     0.529	    11.707	    0.0231	    0.0996	   -0.0977
  130	     0.236	     0.406	    12.056	    0.0206	    0.1009	   -0.0966
  140	     4.275	    -0.000	    14.507	    0.0041	    0.1059	   -0.0887
  150	     8.372	     0.002	    16.957	   -0.0055	    0.1038	   -0.0809
  160	    12.252	    -0.000	    19.407	    0.0200	    0.0947	   -0.0731
  168	    16.161	    -1.931	    22.286	    0.0489	    0.0749	   -0.0639
  169	    16.290	    -2.030	    22.670	    0.0467	    0.0293	   -0.0630
  170	    16.020	    -1.842	    22.816	    0.0484	   -0.0172	   -0.0548
  180	    13.543	    -0.000	    21.727	    0.0437	   -0.0378	   -0.0293
  190	     8.347	    -0.000	    17.096	    0.0338	   -0.0727	    0.0299
  200	     0.846	    -0.000	     6.427	    0.0195	   -0.1027	   -0.0519
  208	    -2.484	     2.816	     0.834	    0.0131	   -0.1084	   -0.0600
  209	    -2.903	     2.987	     0.292	    0.0126	   -0.1102	   -0.0623
  210	    -3.306	     2.809	     0.031	    0.0069	   -0.1088	   -0.0561
  220	    -3.565	     2.516	    -0.000	    0.0064	   -0.1091	   -0.0558
  230	    -5.991	    -0.219	     0.000	   -0.0109	   -0.1120	   -0.0573
  238	    -6.170	    -0.415	     0.037	   -0.0131	   -0.1122	   -0.0578
  239	    -6.299	    -0.518	     0.091	   -0.0323	   -0.1129	   -0.0621
  240	    -6.479	    -0.590	     0.200	   -0.0503	   -0.1147	   -0.0665
  248	    -7.043	    -0.728	     0.576	   -0.0526	   -0.1149	   -0.0674
  249	    -7.743	    -0.689	     0.747	   -0.0652	   -0.1179	   -0.0781
  250	    -8.281	    -0.406	     0.354	   -0.0602	   -0.1215	   -0.0493
  260	    -8.832	    -0.000	    -0.708	   -0.0592	   -0.1217	   -0.0376
  270	    -7.303	     0.651	     4.226	   -0.0016	   -0.0037	   -0.0476
  280	    -7.296	     0.647	     4.110	   -0.0018	   -0.0038	   -0.0477
  290	    -7.275	     0.632	     3.873	   -0.0066	   -0.0066	   -0.0504
  300	    -7.142	     0.492	     3.167	   -0.0149	   -0.0163	   -0.0647
  310	    -6.882	     0.289	     2.381	   -0.0147	   -0.0245	   -0.0806
  313	    -6.837	     0.262	     2.266	   -0.0147	   -0.0246	   -0.0808
  316	    -6.604	     0.150	     1.717	   -0.0099	   -0.0283	   -0.0919
  320	    -6.552	     0.132	     1.602	   -0.0098	   -0.0284	   -0.0920
  330	    -6.403	     0.091	     1.283	   -0.0060	   -0.0298	   -0.0985
  333	    -6.350	     0.080	     1.170	   -0.0059	   -0.0298	   -0.0986
  336	    -6.069	     0.027	     0.576	   -0.0055	   -0.0299	   -0.0994
  340	    -6.016	     0.017	     0.463	   -0.0055	   -0.0299	   -0.0996
  350	    -5.884	    -0.000	     0.188	   -0.0061	   -0.0297	   -0.1051
  358	    -5.773	    -0.035	    -0.050	   -0.0086	   -0.0297	   -0.1044
  359	    -5.435	    -0.006	    -0.389	   -0.0209	   -0.0276	   -0.1021
  360	    -4.921	     0.258	    -0.569	   -0.0010	   -0.0251	   -0.0945
  370	    -4.915	     0.262	    -0.569	   -0.0009	   -0.0251	   -0.0944
  380	    -4.742	     0.378	    -0.570	   -0.0009	   -0.0252	   -0.0944
  390	    -4.408	     0.600	    -0.572	   -0.0001	   -0.0253	   -0.0942
  398	    -2.151	     2.116	    -0.535	    0.0029	   -0.0259	   -0.0936
  399	    -2.029	     2.189	    -0.524	    0.0049	   -0.0260	   -0.0937
  400	    -1.906	     2.245	    -0.497	    0.0069	   -0.0263	   -0.0938
  408	    -0.252	     2.879	    -0.045	    0.0076	   -0.0265	   -0.0937
  409	    -0.129	     2.935	    -0.017	    0.0077	   -0.0265	   -0.0936
  410	    -0.008	     3.008	    -0.001	    0.0077	   -0.0265	   -0.0936
  420	     0.000	     3.013	    -0.000	    0.0077	   -0.0265	   -0.0936
  430	    -9.265	     0.207	    -1.544	   -0.0585	   -0.1216	   -0.0256
  440	    -9.540	     0.301	    -2.074	   -0.0580	   -0.1214	   -0.0197
  450	    -9.810	     0.372	    -2.593	   -0.0575	   -0.1212	   -0.0152
  460	   -10.027	     0.416	    -3.010	   -0.0571	   -0.1209	   -0.0123
  470	   -10.142	     0.439	    -3.231	   -0.0571	   -0.1208	   -0.0122
  480	   -10.343	     0.441	    -3.579	   -0.0565	   -0.1203	   -0.0095
  490	   -10.468	     0.456	    -3.818	   -0.0561	   -0.1197	   -0.0074
  500	    -5.479	     0.237	     0.169	   -0.0042	   -0.0293	   -0.1092
  510	    -5.279	     0.352	     0.162	   -0.0042	   -0.0293	   -0.1093
  520	    -4.885	     0.575	     0.150	   -0.0030	   -0.0290	   -0.1119
  528	    -0.492	     2.905	     0.161	    0.0022	   -0.0270	   -0.1223
  529	     0.062	     3.552	     0.123	    0.0057	   -0.0254	   -0.1253
  530	    -0.000	     4.408	    -0.000	    0.0064	   -0.0240	   -0.1256
  540	    -0.005	     4.418	    -0.002	    0.0064	   -0.0240	   -0.1256
  550	    -7.462	     0.395	     3.898	   -0.0071	   -0.0053	   -0.0489
  560	    -7.552	     0.280	     3.911	   -0.0071	   -0.0053	   -0.0488
  570	    -7.733	     0.043	     3.939	   -0.0077	   -0.0040	   -0.0473
  580	    -7.747	     0.083	     4.177	   -0.0103	   -0.0035	   -0.0475
  590	    -7.753	     0.102	     4.292	   -0.0104	   -0.0034	   -0.0475
  600	    -7.805	    -0.000	     6.308	    0.0428	   -0.0001	   -0.0493
  608	    -7.794	    -1.487	     7.590	    0.0882	    0.0011	   -0.0505
  609	    -7.680	    -1.869	     8.104	    0.1151	    0.0046	   -0.0522
  610	    -7.416	    -1.796	     8.748	    0.1027	    0.0062	   -0.0555
  618	    -4.592	     1.398	    13.702	    0.0929	    0.0081	   -0.0549
  619	    -4.328	     1.531	    14.231	    0.0776	    0.0072	   -0.0515
  620	    -4.195	     1.350	    14.664	    0.0493	    0.0072	   -0.0507
  630	    -4.176	     1.219	    14.832	    0.0479	    0.0072	   -0.0505
  640	    -3.908	    -0.000	    17.218	    0.0141	    0.0065	   -0.0473
  650	    -3.711	    -0.000	    19.664	   -0.0061	    0.0032	   -0.0439
  660	    -3.691	    -0.000	    22.114	    0.0126	   -0.0027	   -0.0406
  668	    -3.940	    -0.893	    24.499	    0.0266	   -0.0109	   -0.0374
  669	    -4.160	    -0.943	    24.748	    0.0262	   -0.0319	   -0.0367
  670	    -4.533	    -0.833	    24.668	    0.0277	   -0.0530	   -0.0311
  680	    -6.588	    -0.000	    22.817	    0.0272	   -0.0603	   -0.0128
  690	   -11.788	    -0.000	    17.310	    0.0259	   -0.0715	    0.0067
  700	   -19.289	    -0.000	     8.747	    0.0241	   -0.0688	    0.0385
  710	   -29.517	    -0.000	     0.220	    0.0217	   -0.0295	   -0.0721
  718	   -29.682	     0.177	     0.144	    0.0216	   -0.0285	   -0.0678
  719	   -29.990	     0.151	     0.042	    0.0121	   -0.0021	    0.0157
  720	   -29.935	    -0.209	     0.021	    0.0016	    0.0062	    0.0523
  730	   -29.092	    -1.184	     0.000	    0.0010	    0.0139	    0.0573
  740	   -25.472	    -4.710	    -0.000	   -0.0008	    0.0415	    0.0718
  748	   -24.993	    -5.128	     0.004	   -0.0016	    0.0448	    0.0732
  749	   -24.501	    -5.391	     0.184	   -0.0284	    0.0575	    0.0962
  750	   -23.957	    -5.278	     0.562	   -0.0732	    0.0882	    0.1093
  760	   -23.725	    -5.085	     0.727	   -0.0749	    0.0891	    0.1099
  770	   -18.252	     0.140	     4.228	   -0.1023	    0.1070	    0.1236
  778	   -18.067	     0.318	     4.337	   -0.1014	    0.1074	    0.1240
  779	   -17.258	     0.557	     4.762	   -0.0445	    0.1304	    0.1343
  780	   -16.314	     0.304	     4.924	    0.0235	    0.1402	    0.1533
  790	   -16.304	     0.299	     4.923	    0.0236	    0.1402	    0.1533
  800	   -16.023	     0.184	     4.879	    0.0237	    0.1403	    0.1533
  808	   -10.423	    -2.068	     3.782	    0.0300	    0.1523	    0.1585
  809	    -9.355	    -2.149	     3.583	    0.0044	    0.1508	    0.1688
  810	    -8.311	    -1.722	     3.284	    0.0108	    0.1539	    0.1593
  820	    -5.496	    -0.000	     2.105	    0.0308	    0.1519	    0.1278
  828	    -0.803	     0.928	     0.283	    0.0630	    0.1295	    0.0754
  829	    -0.202	     0.789	     0.083	    0.0509	    0.0435	    0.0379
  830	    -0.003	     0.474	     0.011	    0.0031	    0.0086	    0.0012
  840	    -0.000	     0.140	     0.000	    0.0001	    0.0002	    0.0000
  850	    -0.000	     0.000	     0.000	    0.0000	    0.0000	    0.0000
  860	    -7.699	    -0.000	     3.290	   -0.0019	   -0.0027	   -0.0412
  870	    -7.694	    -0.000	     0.486	   -0.0126	    0.0024	   -0.0152
  878	    -7.742	    -0.315	    -0.460	   -0.0244	    0.0040	   -0.0064
  879	    -7.768	    -0.585	    -0.693	   -0.0333	    0.0004	    0.0003
  880	    -7.696	    -0.945	    -0.673	   -0.0261	   -0.0085	    0.0292
  888	    -7.253	    -1.812	    -0.325	   -0.0248	   -0.0066	    0.0354
  889	    -6.878	    -1.990	    -0.216	   -0.0171	   -0.0027	    0.0749
  890	    -6.407	    -1.652	    -0.194	   -0.0134	    0.0054	    0.1203
  900	    -5.137	     0.899	    -0.317	   -0.0117	    0.0066	    0.1331
  908	    -3.534	     4.415	    -0.493	   -0.0096	    0.0068	    0.1391
  909	    -3.004	     4.885	    -0.505	   -0.0091	    0.0063	    0.1062
  910	    -2.500	     4.765	    -0.481	   -0.0063	    0.0069	    0.0564
  920	    -1.573	     3.613	    -0.371	   -0.0058	    0.0059	    0.0447
  930	    -0.811	     2.368	    -0.253	   -0.0063	    0.0049	    0.0322
  940	    -0.752	     2.252	    -0.242	   -0.0063	    0.0049	    0.0321
  950	    -0.749	     2.247	    -0.241	   -0.0063	    0.0049	    0.0320
  960	    -0.691	     2.131	    -0.230	   -0.0063	    0.0049	    0.0320
  970	    -0.141	     0.757	    -0.075	   -0.0081	    0.0037	    0.0182
  980	    -0.055	     0.425	    -0.031	   -0.0091	    0.0021	    0.0153
  990	    -0.026	     0.295	    -0.015	   -0.0072	    0.0017	    0.0123
 1000	    -0.001	     0.098	    -0.000	   -0.0004	    0.0001	    0.0007
 1010	    -0.000	     0.000	     0.000	   -0.0000	    0.0000	    0.0000
 1018	   -10.986	     0.630	    -3.977	   -0.0560	   -0.1187	   -0.0046
 1019	   -11.228	     0.688	    -4.103	   -0.0495	   -0.1110	    0.0067
 1020	   -11.400	     0.681	    -4.295	   -0.0474	   -0.1031	    0.0192
 1030	   -11.404	     0.680	    -4.300	   -0.0474	   -0.1031	    0.0192
 1033	   -11.516	     0.645	    -4.484	   -0.0474	   -0.1031	    0.0192
 1036	   -12.069	     0.476	    -5.386	   -0.0474	   -0.1029	    0.0194
 1040	   -12.181	     0.442	    -5.569	   -0.0474	   -0.1029	    0.0195
 1050	   -12.442	     0.357	    -5.992	   -0.0477	   -0.1014	    0.0240
 1053	   -12.558	     0.313	    -6.178	   -0.0477	   -0.1014	    0.0242
 1056	   -12.673	     0.268	    -6.363	   -0.0478	   -0.1007	    0.0273
 1060	   -12.789	     0.218	    -6.548	   -0.0478	   -0.1007	    0.0275
 1070	   -13.195	    -0.000	    -7.189	   -0.0483	   -0.0981	    0.0443
 1080	   -13.774	    -0.532	    -8.071	   -0.0489	   -0.0940	    0.0680
 1090	   -14.215	    -1.059	    -8.716	   -0.0494	   -0.0906	    0.0802
 1098	   -14.876	    -1.967	    -9.637	   -0.0501	   -0.0850	    0.0904
 1099	   -15.209	    -2.287	    -9.796	   -0.0440	   -0.0497	    0.1129
 1100	   -15.424	    -2.294	    -9.617	   -0.0517	   -0.0146	    0.1139
 1110	   -15.623	     0.413	    -7.055	   -0.0839	    0.0029	    0.1278
 1118	   -15.572	     1.416	    -6.329	   -0.0887	    0.0058	    0.1318
 1119	   -15.311	     1.659	    -5.950	   -0.0892	    0.0212	    0.1395
 1120	   -14.716	     1.557	    -5.534	   -0.0793	    0.0286	    0.1553
 1128	    -5.979	    -1.911	    -1.292	   -0.0774	    0.0418	    0.1581
 1129	    -5.282	    -1.891	    -0.970	   -0.0771	    0.0411	    0.1485
 1130	    -4.779	    -1.450	    -0.805	   -0.0480	    0.0453	    0.1188
 1140	    -3.721	    -0.000	    -0.640	   -0.0257	    0.0464	    0.0910
 1148	    -0.403	     1.204	    -0.059	    0.0216	    0.0393	    0.0260
 1149	    -0.129	     1.104	     0.001	    0.0180	    0.0165	    0.0154
 1150	    -0.016	     0.864	     0.019	    0.0030	    0.0061	    0.0024
 1160	    -0.000	     0.116	     0.000	    0.0000	    0.0001	    0.0000
 1170	    -0.000	    -0.000	     0.000	    0.0000	    0.0000	    0.0000
 1178	   -10.308	     0.316	    -4.337	   -0.0557	   -0.1196	   -0.0063
 1179	   -10.280	     0.259	    -4.615	   -0.0572	   -0.1175	   -0.0033
 1180	   -10.361	     0.238	    -4.877	   -0.0576	   -0.1150	    0.0010
 1190	   -10.364	     0.238	    -4.883	   -0.0576	   -0.1150	    0.0011
 1193	   -10.476	     0.236	    -5.088	   -0.0576	   -0.1150	    0.0011
 1196	   -11.029	     0.227	    -6.095	   -0.0576	   -0.1149	    0.0013
 1200	   -11.142	     0.224	    -6.300	   -0.0575	   -0.1149	    0.0014
 1210	   -11.403	     0.214	    -6.774	   -0.0570	   -0.1142	    0.0067
 1213	   -11.518	     0.202	    -6.983	   -0.0570	   -0.1142	    0.0069
 1216	   -11.723	     0.173	    -7.353	   -0.0566	   -0.1135	    0.0140
 1220	   -11.839	     0.148	    -7.561	   -0.0566	   -0.1135	    0.0143
 1230	   -12.246	    -0.000	    -8.290	   -0.0558	   -0.1120	    0.0363
 1240	   -12.825	    -0.498	    -9.307	   -0.0546	   -0.1094	    0.0679
 1250	   -13.266	    -1.041	   -10.063	   -0.0538	   -0.1070	    0.0849
 1258	   -14.340	    -2.716	   -11.830	   -0.0516	   -0.1002	    0.1060
 1259	   -14.704	    -3.091	   -12.058	   -0.0444	   -0.0720	    0.1281
 1260	   -15.017	    -3.131	   -11.918	   -0.0464	   -0.0434	    0.1303
 1270	   -16.669	    -0.000	    -8.801	   -0.0813	   -0.0250	    0.1426
 1278	   -16.862	     0.668	    -8.291	   -0.0832	   -0.0229	    0.1446
 1279	   -16.687	     0.891	    -7.920	   -0.0851	   -0.0069	    0.1518
 1280	   -16.094	     0.785	    -7.510	   -0.0803	    0.0000	    0.1652
 1288	    -5.186	    -3.291	    -2.246	   -0.0863	    0.0196	    0.1688
 1289	    -4.466	    -3.239	    -1.849	   -0.0949	    0.0185	    0.1648
 1290	    -3.992	    -2.686	    -1.594	   -0.0734	    0.0244	    0.1426
 1300	    -2.689	    -0.000	    -1.053	   -0.0319	    0.0271	    0.0907
 1308	    -0.301	     0.677	    -0.086	    0.0300	    0.0247	    0.0098
 1309	    -0.079	     0.512	    -0.011	    0.0255	    0.0094	    0.0029
 1310	    -0.000	     0.255	     0.001	    0.0010	    0.0007	    0.0000
 1320	    -0.000	     0.116	     0.000	    0.0001	    0.0000	    0.0000
 1330	    -0.000	     0.000	     0.000	    0.0000	    0.0000	    0.0000
 1340	     0.118	     0.714	     0.145	   -0.0713	   -0.0015	    0.0645
